year,match_date,team,opponent,player,fouls_total,got_yellow,fouls_before_first_yellow
2022,2022-11-22,Mexico,Poland,Henry Josué Martín Mex,1,no,
2022,2022-11-22,Mexico,Poland,Hirving Rodrigo Lozano Bahena,4,no,
2022,2022-11-22,Mexico,Poland,Héctor Alfredo Moreno Herrera,1,yes,0
2022,2022-11-22,Mexico,Poland,Jesús Daniel Gallardo Vasconcelos,1,no,
2022,2022-11-22,Mexico,Poland,Jorge Eduardo Sánchez Ramos,3,yes,1
2022,2022-11-22,Poland,Mexico,Bartosz Bereszyński,2,no,
2022,2022-11-22,Poland,Mexico,Grzegorz Krychowiak,3,no,
2022,2022-11-22,Poland,Mexico,Jakub Kamiński,3,no,
2022,2022-11-22,Poland,Mexico,Kamil Glik,1,no,
2022,2022-11-22,Poland,Mexico,Matty Cash,2,no,
2022,2022-11-22,Poland,Mexico,Piotr Zieliński,1,no,
2022,2022-11-22,Poland,Mexico,Przemysław Frankowski,1,yes,0
2022,2022-11-22,Poland,Mexico,Robert Lewandowski,1,no,
2022,2022-11-22,Poland,Mexico,Sebastian Szymański,1,no,
2022,2022-11-22,Saudi Arabia,Argentina,Abdulelah Saad Hameed Al-Malki,5,yes,4
2022,2022-11-22,Saudi Arabia,Argentina,Ali Albulayhi,1,yes,1
2022,2022-11-22,Saudi Arabia,Argentina,Firas Tariq Nasser Al Albirakan,1,no,
2022,2022-11-22,Saudi Arabia,Argentina,Haitham Mohammed Asiri,1,no,
2022,2022-11-22,Saudi Arabia,Argentina,Mohammed Kanoo,3,no,
2022,2022-11-22,Saudi Arabia,Argentina,Mohammed Khalil Al Owais,0,yes,0
2022,2022-11-22,Saudi Arabia,Argentina,Nawaf Shaker Al Abid,1,yes,1
2022,2022-11-22,Saudi Arabia,Argentina,Saleh Khalid Al Shehri,2,no,
2022,2022-11-22,Saudi Arabia,Argentina,Salem Mohammed Al Dawsari,1,yes,1
2022,2022-11-22,Saudi Arabia,Argentina,Saud Abdullah Abdul Hamid,6,yes,5
2022,2022-11-22,Saudi Arabia,Argentina,Yasir Gharsan Al Shahrani,1,no,
2022,2022-11-22,Tunisia,Denmark,Ali Abdi,1,no,
2022,2022-11-22,Tunisia,Denmark,Aïssa Bilal Laïdouni,1,no,
2022,2022-11-22,Tunisia,Denmark,Ellyes Joris Skhiri,1,no,
2022,2022-11-22,Tunisia,Denmark,Issam Jebali,2,no,
2022,2022-11-22,Tunisia,Denmark,Mohamed Dräger,1,no,
2022,2022-11-22,Tunisia,Denmark,Taha Yassine Khenissi,2,yes,0
2022,2022-11-22,Tunisia,Denmark,Yassine Meriah,2,no,
2022,2022-11-23,Belgium,Canada,Amadou Onana,2,yes,1
2022,2022-11-23,Belgium,Canada,Axel Witsel,1,no,
2022,2022-11-23,Belgium,Canada,Leander Dendoncker,1,no,
2022,2022-11-23,Belgium,Canada,Michy Batshuayi Tunga,3,no,
2022,2022-11-23,Belgium,Canada,Thomas Meunier,2,yes,0
2022,2022-11-23,Belgium,Canada,Timothy Castagne,1,no,
2022,2022-11-23,Belgium,Canada,Yannick Ferreira Carrasco,1,yes,0
2022,2022-11-23,Canada,Belgium,Alistair Johnston,3,yes,2
2022,2022-11-23,Canada,Belgium,Alphonso Davies,3,yes,2
2022,2022-11-23,Canada,Belgium,Atiba Hutchinson,2,no,
2022,2022-11-23,Canada,Belgium,Jonathan David,1,no,
2022,2022-11-23,Canada,Belgium,Liam Millar,1,no,
2022,2022-11-23,Canada,Belgium,Richie Laryea,1,no,
2022,2022-11-23,Canada,Belgium,Stephen Antunes Eustáquio,1,no,
2022,2022-11-23,Canada,Belgium,Steven de Sousa Vitoria,1,no,
2022,2022-11-23,Canada,Belgium,Tajon Buchanan,2,no,
2022,2022-11-23,Costa Rica,Spain,Brandon Aguilera Zamora,2,no,
2022,2022-11-23,Costa Rica,Spain,Bryan Oviedo,1,no,
2022,2022-11-23,Costa Rica,Spain,Carlos Manuel Martínez Castro,1,no,
2022,2022-11-23,Costa Rica,Spain,Celso Borges Mora,1,no,
2022,2022-11-23,Costa Rica,Spain,Francisco Javier Calvo Quesada,3,yes,2
2022,2022-11-23,Costa Rica,Spain,Joel Nathaniel Campbell Samuels,2,yes,1
2022,2022-11-23,Costa Rica,Spain,Kendall Jamaal Waston Manley,1,no,
2022,2022-11-23,Costa Rica,Spain,Óscar Esau Duarte Gaitán,3,no,
2022,2022-11-23,Croatia,Morocco,Borna Sosa,1,no,
2022,2022-11-23,Croatia,Morocco,Ivan Perišić,1,no,
2022,2022-11-23,Croatia,Morocco,Joško Gvardiol,1,no,
2022,2022-11-23,Croatia,Morocco,Luka Modrić,5,no,
2022,2022-11-23,Croatia,Morocco,Marcelo Brozović,3,no,
2022,2022-11-23,Croatia,Morocco,Nikola Vlašić,1,no,
2022,2022-11-23,Germany,Japan,David Raum,1,no,
2022,2022-11-23,Germany,Japan,Kai Havertz,2,no,
2022,2022-11-23,Germany,Japan,Leon Goretzka,1,no,
2022,2022-11-23,Germany,Japan,Nico Schlotterbeck,2,no,
2022,2022-11-23,Germany,Japan,İlkay Gündoğan,1,no,
2022,2022-11-23,Japan,Germany,Daizen Maeda,1,no,
2022,2022-11-23,Japan,Germany,Hiroki Sakai,1,no,
2022,2022-11-23,Japan,Germany,Ko Itakura,3,no,
2022,2022-11-23,Japan,Germany,Maya Yoshida,1,no,
2022,2022-11-23,Japan,Germany,Shūichi Gonda,1,no,
2022,2022-11-23,Japan,Germany,Takefusa Kubo,2,no,
2022,2022-11-23,Japan,Germany,Takuma Asano,2,no,
2022,2022-11-23,Japan,Germany,Takumi Minamino,1,no,
2022,2022-11-23,Japan,Germany,Wataru Endo,3,no,
2022,2022-11-23,Morocco,Croatia,Abdessamad Ezzalzouli,3,no,
2022,2022-11-23,Morocco,Croatia,Achraf Hakimi Mouh,1,no,
2022,2022-11-23,Morocco,Croatia,Hakim Ziyech,3,no,
2022,2022-11-23,Morocco,Croatia,Noussair Mazraoui,1,no,
2022,2022-11-23,Morocco,Croatia,Selim Amallah,4,no,
2022,2022-11-23,Morocco,Croatia,Sofiane Boufal,2,no,
2022,2022-11-23,Morocco,Croatia,Sofyan Amrabat,3,yes,2
2022,2022-11-23,Morocco,Croatia,Yahia Attiyat allah,1,no,
2022,2022-11-23,Spain,Costa Rica,Aymeric Laporte,2,no,
2022,2022-11-23,Spain,Costa Rica,César Azpilicueta Tanco,2,no,
2022,2022-11-23,Spain,Costa Rica,Daniel Olmo Carvajal,1,no,
2022,2022-11-23,Spain,Costa Rica,Jordi Alba Ramos,1,no,
2022,2022-11-23,Spain,Costa Rica,Marco Asensio Willemsen,1,no,
2022,2022-11-23,Spain,Costa Rica,Pablo Martín Páez Gavira,1,no,
2022,2022-11-24,Brazil,Serbia,Alex Sandro Lobo Silva,1,no,
2022,2022-11-24,Brazil,Serbia,Frederico Rodrigues Santos,1,no,
2022,2022-11-24,Brazil,Serbia,Gabriel Fernando de Jesus,1,no,
2022,2022-11-24,Brazil,Serbia,Gabriel Teodoro Martinelli Silva,1,no,
2022,2022-11-24,Brazil,Serbia,Lucas Tolentino Coelho de Lima,1,no,
2022,2022-11-24,Brazil,Serbia,Neymar da Silva Santos Junior,1,no,
2022,2022-11-24,Brazil,Serbia,Raphael Dias Belloli,1,no,
2022,2022-11-24,Brazil,Serbia,Richarlison de Andrade,1,no,
2022,2022-11-24,Cameroon,Switzerland,André-Frank Zambo Anguissa,2,no,
2022,2022-11-24,Cameroon,Switzerland,Gaël Ondoua,1,no,
2022,2022-11-24,Cameroon,Switzerland,Georges-Kévin Nkoudou Mbida,1,no,
2022,2022-11-24,Cameroon,Switzerland,Ngoran Suiru Fai Collins,2,yes,1
2022,2022-11-24,Cameroon,Switzerland,Nicolas Alexis Julio N'Koulou Ndoubena,1,no,
2022,2022-11-24,Cameroon,Switzerland,Nicolas Moumi Ngamaleu,1,no,
2022,2022-11-24,Cameroon,Switzerland,Nouhou Tolo,2,no,
2022,2022-11-24,Ghana,Portugal,Abdul Rahman Baba,3,no,
2022,2022-11-24,Ghana,Portugal,Alexander Djiku,1,no,
2022,2022-11-24,Ghana,Portugal,Alidu Seidu,3,yes,2
2022,2022-11-24,Ghana,Portugal,André Ayew Pelé,2,yes,1
2022,2022-11-24,Ghana,Portugal,Daniel Amartey,2,no,
2022,2022-11-24,Ghana,Portugal,Iñaki Williams Arthuer,1,yes,1
2022,2022-11-24,Ghana,Portugal,Mohamed Salisu,3,no,
2022,2022-11-24,Ghana,Portugal,Mohammed Kudus,1,yes,0
2022,2022-11-24,Ghana,Portugal,Osman Bukari,1,no,
2022,2022-11-24,Ghana,Portugal,Salis Abdul Samed,1,no,
2022,2022-11-24,Ghana,Portugal,Tariq Lamptey,1,no,
2022,2022-11-24,Ghana,Portugal,Thomas Teye Partey,1,no,
2022,2022-11-24,Portugal,Ghana,Bernardo Mota Veiga de Carvalho e Silva,1,no,
2022,2022-11-24,Portugal,Ghana,Bruno Miguel Borges Fernandes,1,yes,0
2022,2022-11-24,Portugal,Ghana,Cristiano Ronaldo dos Santos Aveiro,2,no,
2022,2022-11-24,Portugal,Ghana,Danilo Luís Hélio Pereira,1,yes,0
2022,2022-11-24,Portugal,Ghana,João Félix Sequeira,3,no,
2022,2022-11-24,Portugal,Ghana,Otávio Edmilson da Silva Monteiro,3,no,
2022,2022-11-24,Portugal,Ghana,Rafael Alexandre Conceição Leão,1,no,
2022,2022-11-24,Portugal,Ghana,Rúben Diogo Da Silva Neves,2,no,
2022,2022-11-24,Portugal,Ghana,Rúben Santos Gato Alves Dias,1,no,
2022,2022-11-24,Serbia,Brazil,Aleksandar Mitrović,1,no,
2022,2022-11-24,Serbia,Brazil,Andrija Živković,1,no,
2022,2022-11-24,Serbia,Brazil,Dušan Tadić,1,no,
2022,2022-11-24,Serbia,Brazil,Nemanja Gudelj,1,yes,0
2022,2022-11-24,Serbia,Brazil,Nikola Milenković,3,no,
2022,2022-11-24,Serbia,Brazil,Saša Lukić,3,yes,3
2022,2022-11-24,Serbia,Brazil,Strahinja Pavlović,1,yes,0
2022,2022-11-24,South Korea,Uruguay,Gue-Sung Cho,2,yes,1
2022,2022-11-24,South Korea,Uruguay,In-Beom Hwang,2,no,
2022,2022-11-24,South Korea,Uruguay,Kang-In Lee,1,no,
2022,2022-11-24,South Korea,Uruguay,Sang-Ho Na,2,no,
2022,2022-11-24,South Korea,Uruguay,Woo-Young Jung,4,no,
2022,2022-11-24,Switzerland,Cameroon,Djibril Sow,2,no,
2022,2022-11-24,Switzerland,Cameroon,Fabian Frei,1,no,
2022,2022-11-24,Switzerland,Cameroon,Haris Seferović,1,no,
2022,2022-11-24,Switzerland,Cameroon,Manuel Obafemi Akanji,1,yes,0
2022,2022-11-24,Switzerland,Cameroon,Nico Elvedi,1,yes,0
2022,2022-11-24,Switzerland,Cameroon,Remo Freuler,2,no,
2022,2022-11-24,Switzerland,Cameroon,Ricardo Iván Rodríguez Araya,4,no,
2022,2022-11-24,Switzerland,Cameroon,Ruben Vargas,2,no,
2022,2022-11-24,Uruguay,South Korea,Darwin Gabriel Núñez Ribeiro,1,no,
2022,2022-11-24,Uruguay,South Korea,Facundo Pellistri Rebollo,2,no,
2022,2022-11-24,Uruguay,South Korea,Guillermo Varela Olivera,1,no,
2022,2022-11-24,Uruguay,South Korea,José Martín Cáceres Silva,1,yes,0
2022,2022-11-24,Uruguay,South Korea,Matías Nicolás Viña Susperreguy,1,no,
2022,2022-11-24,Uruguay,South Korea,Matías Vecino Falero,1,no,
2022,2022-11-25,Ecuador,Netherlands,Enner Remberto Valencia Lastra,1,no,
2022,2022-11-25,Ecuador,Netherlands,Jhegson Sebastián Méndez Carabalí,1,yes,0
2022,2022-11-25,Ecuador,Netherlands,Michael Steveen Estrada Martínez,3,no,
2022,2022-11-25,Ecuador,Netherlands,Moisés Isaac Caicedo Corozo,3,no,
2022,2022-11-25,Ecuador,Netherlands,Pervis Josué Estupiñán Tenorio,2,no,
2022,2022-11-25,Ecuador,Netherlands,Piero Martín Hincapié Reyna,3,no,
2022,2022-11-25,England,United States,Bukayo Saka,1,no,
2022,2022-11-25,England,United States,Harry Maguire,2,no,
2022,2022-11-25,England,United States,John Stones,1,no,
2022,2022-11-25,England,United States,Kieran Trippier,2,no,
2022,2022-11-25,England,United States,Luke Shaw,2,no,
2022,2022-11-25,England,United States,Mason Mount,3,no,
2022,2022-11-25,Iran,Wales,Ali Gholizadeh,2,no,
2022,2022-11-25,Iran,Wales,Ali Karimi,1,no,
2022,2022-11-25,Iran,Wales,Alireza Jahanbakhsh,1,yes,0
2022,2022-11-25,Iran,Wales,Milad Mohammadi,2,no,
2022,2022-11-25,Iran,Wales,Morteza Pouraliganji,1,no,
2022,2022-11-25,Iran,Wales,Ramin Rezaeian,0,yes,0
2022,2022-11-25,Iran,Wales,Saeid Ezatolahi Afagh,1,no,
2022,2022-11-25,Iran,Wales,Seyed Majid Hosseini,2,no,
2022,2022-11-25,Netherlands,Ecuador,Cody Mathès Gakpo,1,no,
2022,2022-11-25,Netherlands,Ecuador,Denzel Dumfries,4,no,
2022,2022-11-25,Netherlands,Ecuador,Frenkie de Jong,1,no,
2022,2022-11-25,Netherlands,Ecuador,Jurriën David Norman Timber,6,no,
2022,2022-11-25,Netherlands,Ecuador,Steven Berghuis,1,no,
2022,2022-11-25,Netherlands,Ecuador,Steven Bergwijn,1,no,
2022,2022-11-25,Netherlands,Ecuador,Teun Koopmeiners,2,no,
2022,2022-11-25,Qatar,Senegal,Abdelkarim Hassan Al Haj Fadlalla,1,no,
2022,2022-11-25,Qatar,Senegal,Akram Hassan Afif,1,no,
2022,2022-11-25,Qatar,Senegal,Almoez Ali Zainalabiddin Abdulla,1,no,
2022,2022-11-25,Qatar,Senegal,Assim Omer Al Haj Madibo,1,yes,0
2022,2022-11-25,Qatar,Senegal,Boualem Khoukhi,1,no,
2022,2022-11-25,Qatar,Senegal,Hassan Khalid Al Heidos,1,no,
2022,2022-11-25,Qatar,Senegal,Homam Alamin Ahmed,2,yes,1
2022,2022-11-25,Qatar,Senegal,Ismaeel Mohammad Mohammad,1,yes,0
2022,2022-11-25,Qatar,Senegal,Mohammed Muntari,1,no,
2022,2022-11-25,Qatar,Senegal,Pedro Miguel Correia,1,no,
2022,2022-11-25,Senegal,Qatar,Boulaye Dia,2,yes,0
2022,2022-11-25,Senegal,Qatar,Cheikh Ahmadou Bamba Mbacke Dieng,2,no,
2022,2022-11-25,Senegal,Qatar,Famara Diedhiou,2,no,
2022,2022-11-25,Senegal,Qatar,Ismail Jakobs,2,yes,0
2022,2022-11-25,Senegal,Qatar,Kalidou Koulibaly,1,no,
2022,2022-11-25,Senegal,Qatar,Krépin Diatta,1,no,
2022,2022-11-25,Senegal,Qatar,Nampalys Mendy,1,no,
2022,2022-11-25,Senegal,Qatar,Pathé Ismaël Ciss,1,yes,0
2022,2022-11-25,Senegal,Qatar,Youssouf Sabaly,1,no,
2022,2022-11-25,United States,England,Christian Pulisic,2,no,
2022,2022-11-25,United States,England,Sergino Dest,3,no,
2022,2022-11-25,United States,England,Shaquell Moore,3,no,
2022,2022-11-25,United States,England,Tyler Adams,2,no,
2022,2022-11-25,United States,England,Walker Zimmerman,1,no,
2022,2022-11-25,United States,England,Weston McKennie,1,no,
2022,2022-11-25,United States,England,Yunus Dimoara Musah,4,no,
2022,2022-11-25,Wales,Iran,Chris Mepham,2,no,
2022,2022-11-25,Wales,Iran,Ethan Ampadu,2,no,
2022,2022-11-25,Wales,Iran,Joe Rodon,1,yes,0
2022,2022-11-25,Wales,Iran,Kieffer Roberto Francisco Moore,1,no,
2022,2022-11-25,Wales,Iran,Neco Williams,2,no,
2022,2022-11-25,Wales,Iran,Wayne Hennessey,1,no,
2022,2022-11-26,Argentina,Mexico,Alexis Mac Allister,1,no,
2022,2022-11-26,Argentina,Mexico,Enzo Fernandez,1,no,
2022,2022-11-26,Argentina,Mexico,Exequiel Alejandro Palacios,1,no,
2022,2022-11-26,Argentina,Mexico,Gonzalo Ariel Montiel,2,yes,1
2022,2022-11-26,Argentina,Mexico,Julián Álvarez,1,no,
2022,2022-11-26,Argentina,Mexico,Lionel Andrés Messi Cuccittini,3,no,
2022,2022-11-26,Argentina,Mexico,Lisandro Martínez,2,no,
2022,2022-11-26,Argentina,Mexico,Marcos Javier Acuña,1,no,
2022,2022-11-26,Argentina,Mexico,Nicolás Hernán Otamendi,3,no,
2022,2022-11-26,Australia,Tunisia,Aaron Mooy,2,no,
2022,2022-11-26,Australia,Tunisia,Ajdin Hrustic,1,no,
2022,2022-11-26,Australia,Tunisia,Aziz Eraltay Behich,1,no,
2022,2022-11-26,Australia,Tunisia,Fran Karačić,2,no,
2022,2022-11-26,Australia,Tunisia,Jackson Irvine,3,no,
2022,2022-11-26,Australia,Tunisia,Kye Rowles,1,no,
2022,2022-11-26,Australia,Tunisia,Mathew Leckie,3,no,
2022,2022-11-26,Australia,Tunisia,Riley McGree,3,no,
2022,2022-11-26,Denmark,France,Alexander Hartmann Bah,1,no,
2022,2022-11-26,Denmark,France,Andreas Christensen,1,yes,0
2022,2022-11-26,Denmark,France,Andreas Evald Cornelius,3,yes,0
2022,2022-11-26,Denmark,France,Christian Dannemann Eriksen,1,no,
2022,2022-11-26,Denmark,France,Jesper Lindstrøm,1,no,
2022,2022-11-26,Denmark,France,Joachim Andersen,2,no,
2022,2022-11-26,Denmark,France,Rasmus Nissen Kristensen,2,no,
2022,2022-11-26,France,Denmark,Adrien Rabiot,1,no,
2022,2022-11-26,France,Denmark,Aurélien Djani Tchouaméni,1,no,
2022,2022-11-26,France,Denmark,Jules Koundé,1,yes,0
2022,2022-11-26,France,Denmark,Ousmane Dembélé,1,no,
2022,2022-11-26,Mexico,Argentina,Ernesto Alexis Vega Rojas,2,no,
2022,2022-11-26,Mexico,Argentina,Hirving Rodrigo Lozano Bahena,2,no,
2022,2022-11-26,Mexico,Argentina,Héctor Alfredo Moreno Herrera,1,no,
2022,2022-11-26,Mexico,Argentina,Héctor Miguel Herrera López,5,yes,2
2022,2022-11-26,Mexico,Argentina,Jesús Daniel Gallardo Vasconcelos,2,no,
2022,2022-11-26,Mexico,Argentina,José Andrés Guardado Hernández,2,no,
2022,2022-11-26,Mexico,Argentina,Luis Gerardo Chávez Magallón,2,no,
2022,2022-11-26,Mexico,Argentina,Néstor Alejandro Araújo Razo,2,yes,0
2022,2022-11-26,Mexico,Argentina,Raúl Alonso Jiménez Rodríguez,1,no,
2022,2022-11-26,Mexico,Argentina,Roberto Carlos Alvarado Hernández,1,yes,0
2022,2022-11-26,Mexico,Argentina,Érick Gabriel Gutiérrez Galaviz,1,yes,0
2022,2022-11-26,Poland,Saudi Arabia,Arkadiusz Milik,1,yes,0
2022,2022-11-26,Poland,Saudi Arabia,Grzegorz Krychowiak,2,no,
2022,2022-11-26,Poland,Saudi Arabia,Jakub Kamiński,2,no,
2022,2022-11-26,Poland,Saudi Arabia,Jakub Piotr Kiwior,1,yes,0
2022,2022-11-26,Poland,Saudi Arabia,Krystian Bielik,4,no,
2022,2022-11-26,Poland,Saudi Arabia,Matty Cash,4,yes,1
2022,2022-11-26,Poland,Saudi Arabia,Piotr Zieliński,2,no,
2022,2022-11-26,Poland,Saudi Arabia,Robert Lewandowski,2,no,
2022,2022-11-26,Saudi Arabia,Poland,Abdulelah Al Amri,2,yes,0
2022,2022-11-26,Saudi Arabia,Poland,Abdulelah Saad Hameed Al-Malki,3,yes,1
2022,2022-11-26,Saudi Arabia,Poland,Firas Tariq Nasser Al Albirakan,1,no,
2022,2022-11-26,Saudi Arabia,Poland,Mohammed Kanoo,3,no,
2022,2022-11-26,Saudi Arabia,Poland,Nasser Al Dawsari,1,no,
2022,2022-11-26,Saudi Arabia,Poland,Nawaf Shaker Al Abid,1,no,
2022,2022-11-26,Saudi Arabia,Poland,Saleh Khalid Al Shehri,3,no,
2022,2022-11-26,Saudi Arabia,Poland,Saud Abdullah Abdul Hamid,1,no,
2022,2022-11-26,Saudi Arabia,Poland,Sultan Abdullah Salim Al Ghannam,1,no,
2022,2022-11-26,Tunisia,Australia,Ali Abdi,4,yes,2
2022,2022-11-26,Tunisia,Australia,Aïssa Bilal Laïdouni,1,yes,0
2022,2022-11-26,Tunisia,Australia,Dylan Daniel Mahmoud Bronn,1,no,
2022,2022-11-26,Tunisia,Australia,Ferjani Sassi,1,yes,0
2022,2022-11-26,Tunisia,Australia,Issam Jebali,2,no,
2022,2022-11-26,Tunisia,Australia,Mohamed Dräger,2,no,
2022,2022-11-26,Tunisia,Australia,Montassar Omar Talbi,3,no,
2022,2022-11-26,Tunisia,Australia,Taha Yassine Khenissi,1,no,
2022,2022-11-27,Belgium,Morocco,Amadou Onana,2,yes,1
2022,2022-11-27,Belgium,Morocco,Axel Witsel,1,no,
2022,2022-11-27,Belgium,Morocco,Michy Batshuayi Tunga,2,no,
2022,2022-11-27,Belgium,Morocco,Thomas Meunier,2,no,
2022,2022-11-27,Belgium,Morocco,Thorgan Hazard,2,no,
2022,2022-11-27,Belgium,Morocco,Timothy Castagne,1,no,
2022,2022-11-27,Canada,Croatia,Alphonso Davies,1,no,
2022,2022-11-27,Canada,Croatia,Kamal Miller,0,yes,0
2022,2022-11-27,Canada,Croatia,Lucas Daniel Cavallini,1,no,
2022,2022-11-27,Canada,Croatia,Richie Laryea,1,no,
2022,2022-11-27,Canada,Croatia,Steven de Sousa Vitoria,2,no,
2022,2022-11-27,Canada,Croatia,Tajon Buchanan,1,yes,0
2022,2022-11-27,Costa Rica,Japan,Anthony Daniel Contreras Enríquez,1,yes,0
2022,2022-11-27,Costa Rica,Japan,Bryan Oviedo,2,no,
2022,2022-11-27,Costa Rica,Japan,Celso Borges Mora,1,yes,0
2022,2022-11-27,Costa Rica,Japan,Francisco Javier Calvo Quesada,3,yes,2
2022,2022-11-27,Costa Rica,Japan,Gerson Torres Barrantes,2,no,
2022,2022-11-27,Costa Rica,Japan,Kendall Jamaal Waston Manley,1,no,
2022,2022-11-27,Costa Rica,Japan,Keysher Fuller Spence,2,no,
2022,2022-11-27,Costa Rica,Japan,Yeltsin Ignacio Tejeda Valverde,1,no,
2022,2022-11-27,Croatia,Canada,Borna Sosa,1,no,
2022,2022-11-27,Croatia,Canada,Dejan Lovren,2,yes,1
2022,2022-11-27,Croatia,Canada,Ivan Perišić,4,no,
2022,2022-11-27,Croatia,Canada,Joško Gvardiol,1,no,
2022,2022-11-27,Croatia,Canada,Lovro Majer,1,no,
2022,2022-11-27,Croatia,Canada,Luka Modrić,3,yes,3
2022,2022-11-27,Croatia,Canada,Marcelo Brozović,2,no,
2022,2022-11-27,Croatia,Canada,Marko Livaja,1,no,
2022,2022-11-27,Germany,Spain,David Raum,2,no,
2022,2022-11-27,Germany,Spain,Joshua Kimmich,2,yes,1
2022,2022-11-27,Germany,Spain,Leon Goretzka,4,yes,2
2022,2022-11-27,Germany,Spain,Nico Schlotterbeck,1,no,
2022,2022-11-27,Germany,Spain,Serge Gnabry,2,no,
2022,2022-11-27,Germany,Spain,Thilo Kehrer,4,yes,1
2022,2022-11-27,Japan,Costa Rica,Ayase Ueda,1,no,
2022,2022-11-27,Japan,Costa Rica,Daichi Kamada,1,no,
2022,2022-11-27,Japan,Costa Rica,Hidemasa Morita,1,no,
2022,2022-11-27,Japan,Costa Rica,Hiroki Ito,3,no,
2022,2022-11-27,Japan,Costa Rica,Junya Ito,1,no,
2022,2022-11-27,Japan,Costa Rica,Kaoru Mitoma,1,no,
2022,2022-11-27,Japan,Costa Rica,Ko Itakura,1,yes,0
2022,2022-11-27,Japan,Costa Rica,Miki Yamane,3,yes,2
2022,2022-11-27,Japan,Costa Rica,Ritsu Doan,2,no,
2022,2022-11-27,Japan,Costa Rica,Takuma Asano,1,no,
2022,2022-11-27,Japan,Costa Rica,Wataru Endo,3,yes,2
2022,2022-11-27,Japan,Costa Rica,Yuki Soma,2,no,
2022,2022-11-27,Japan,Costa Rica,Yuto Nagatomo,4,no,
2022,2022-11-27,Morocco,Belgium,Abdelhamid Sabiri,2,yes,1
2022,2022-11-27,Morocco,Belgium,Abderrazak Hamdallah,1,no,
2022,2022-11-27,Morocco,Belgium,Hakim Ziyech,2,no,
2022,2022-11-27,Morocco,Belgium,Jawad El Yamiq,1,no,
2022,2022-11-27,Morocco,Belgium,Nayef Aguerd,1,no,
2022,2022-11-27,Morocco,Belgium,Noussair Mazraoui,1,no,
2022,2022-11-27,Morocco,Belgium,Romain Saïss,2,no,
2022,2022-11-27,Morocco,Belgium,Selim Amallah,3,no,
2022,2022-11-27,Morocco,Belgium,Sofyan Amrabat,3,no,
2022,2022-11-27,Spain,Germany,Daniel Olmo Carvajal,2,no,
2022,2022-11-27,Spain,Germany,Ferrán Torres García,1,no,
2022,2022-11-27,Spain,Germany,Jordi Alba Ramos,1,no,
2022,2022-11-27,Spain,Germany,Marco Asensio Willemsen,2,no,
2022,2022-11-27,Spain,Germany,Pablo Martín Páez Gavira,4,no,
2022,2022-11-27,Spain,Germany,Rodrigo Hernández Cascante,2,no,
2022,2022-11-27,Spain,Germany,Sergio Busquets i Burgos,2,yes,0
2022,2022-11-28,Brazil,Switzerland,Alex Sandro Lobo Silva,1,no,
2022,2022-11-28,Brazil,Switzerland,Carlos Henrique Casimiro,3,no,
2022,2022-11-28,Brazil,Switzerland,Frederico Rodrigues Santos,1,yes,0
2022,2022-11-28,Brazil,Switzerland,Thiago Emiliano da Silva,2,no,
2022,2022-11-28,Brazil,Switzerland,Éder Gabriel Militão,3,no,
2022,2022-11-28,Cameroon,Serbia,André-Frank Zambo Anguissa,1,no,
2022,2022-11-28,Cameroon,Serbia,Christian Mougang Bassogog,0,yes,0
2022,2022-11-28,Cameroon,Serbia,Gaël Ondoua,1,no,
2022,2022-11-28,Cameroon,Serbia,Jean-Charles Castelletto,1,no,
2022,2022-11-28,Cameroon,Serbia,Martin Hongla Yma II,1,no,
2022,2022-11-28,Cameroon,Serbia,Ngoran Suiru Fai Collins,2,no,
2022,2022-11-28,Cameroon,Serbia,Nicolas Alexis Julio N'Koulou Ndoubena,1,yes,0
2022,2022-11-28,Cameroon,Serbia,Pierre Kunde Malong,1,no,
2022,2022-11-28,Cameroon,Serbia,Vincent Paté Aboubakar,1,no,
2022,2022-11-28,Ghana,South Korea,Abdul Rahman Baba,1,no,
2022,2022-11-28,Ghana,South Korea,Daniel Amartey,1,yes,0
2022,2022-11-28,Ghana,South Korea,Iñaki Williams Arthuer,3,no,
2022,2022-11-28,Ghana,South Korea,Kamaldeen Sulemana,1,no,
2022,2022-11-28,Ghana,South Korea,Mohamed Salisu,1,no,
2022,2022-11-28,Ghana,South Korea,Salis Abdul Samed,1,no,
2022,2022-11-28,Ghana,South Korea,Tariq Lamptey,2,yes,1
2022,2022-11-28,Portugal,Uruguay,Bernardo Mota Veiga de Carvalho e Silva,1,no,
2022,2022-11-28,Portugal,Uruguay,Bruno Miguel Borges Fernandes,1,no,
2022,2022-11-28,Portugal,Uruguay,Gonçalo Matias Ramos,1,no,
2022,2022-11-28,Portugal,Uruguay,João Félix Sequeira,4,yes,3
2022,2022-11-28,Portugal,Uruguay,João Maria Lobo Alves Palhinha Gonçalves,1,no,
2022,2022-11-28,Portugal,Uruguay,João Pedro Cavaco Cancelo,1,no,
2022,2022-11-28,Portugal,Uruguay,Rafael Alexandre Conceição Leão,1,no,
2022,2022-11-28,Portugal,Uruguay,Rúben Diogo Da Silva Neves,1,yes,0
2022,2022-11-28,Portugal,Uruguay,Rúben Santos Gato Alves Dias,0,yes,0
2022,2022-11-28,Serbia,Cameroon,Andrija Živković,1,no,
2022,2022-11-28,Serbia,Cameroon,Dušan Tadić,6,no,
