competition,year,player,team,position,minutes,tackles,tackles_won,challenges_att,challenges_lost,fouls_committed,fouls_drawn,yellow_cards,red_cards,source_url
FIFA World Cup,2026,Trézéguet,Egypt,MF,164,,0,,,3,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Yasser Ibrahim,Egypt,DF,467,,6,,,6,3,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Zizo,Egypt,MF,56,,1,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Anthony Gordon,England,MF,396,,3,,,4,10,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Bukayo Saka,England,MF,268,,6,,,4,7,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Dan Burn,England,DF,35,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Declan Rice,England,MF,467,,1,,,3,0,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Djed Spence,England,DF,314,,8,,,1,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Eberechi Eze,England,"FW,MF",133,,0,,,1,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Elliot Anderson,England,MF,620,,17,,,9,13,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ezri Konsa,England,DF,557,,3,,,7,11,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Harry Kane,England,FW,652,,3,,,8,9,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ivan Toney,England,FW,1,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jarell Quansah,England,DF,115,,0,,,1,0,1,1,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,John Stones,England,DF,330,,0,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jordan Henderson,England,MF,7,,1,,,0,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jordan Pickford,England,GK,660,,0,,,0,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jude Bellingham,England,MF,602,,10,,,9,16,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Marc Guéhi,England,DF,574,,0,,,3,12,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Marcus Rashford,England,MF,178,,2,,,5,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Morgan Rogers,England,MF,249,,3,,,5,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Nico O'Reilly,England,DF,461,,3,,,6,4,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Noni Madueke,England,MF,286,,4,,,2,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ollie Watkins,England,"FW,MF",7,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Reece James,England,DF,311,,2,,,3,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Adrien Rabiot,France,MF,495,,5,,,11,3,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Aurélien Tchouaméni,France,MF,360,,14,,,4,3,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Bradley Barcola,France,MF,339,,3,,,3,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Dayot Upamecano,France,DF,615,,11,,,6,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Désiré Doué,France,MF,355,,6,,,3,6,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ibrahima Konaté,France,DF,15,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jean-Philippe Mateta,France,FW,24,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jules Koundé,France,DF,598,,8,,,6,5,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kylian Mbappé,France,FW,605,,1,,,6,8,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Lucas Digne,France,DF,418,,3,,,5,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Maghnes Akliouche,France,MF,8,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Malo Gusto,France,"DF,MF",32,,0,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Manu Koné,France,MF,385,,5,,,6,7,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Marcus Thuram,France,"FW,MF",1,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Maxence Lacroix,France,DF,151,,1,,,4,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Michael Olise,France,MF,556,,6,,,4,16,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mike Maignan,France,GK,630,,0,,,0,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ousmane Dembélé,France,MF,547,,2,,,0,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Rayan Cherki,France,"FW,MF",85,,1,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Theo Hernández,France,DF,212,,1,,,2,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Warren Zaïre-Emery,France,"DF,MF",20,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,William Saliba,France,DF,479,,0,,,4,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Aleksandar Pavlovic,Germany,MF,272,,3,,,13,4,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Angelo Stiller,Germany,MF,45,,1,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Antonio Rüdiger,Germany,DF,262,,0,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,David Raum,Germany,DF,108,,1,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Deniz Undav,Germany,FW,151,,0,,,3,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Felix Nmecha,Germany,MF,270,,9,,,3,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Florian Wirtz,Germany,MF,361,,6,,,1,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jamal Musiala,Germany,MF,270,,5,,,5,11,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jamie Leweling,Germany,"FW,MF",31,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jonathan Tah,Germany,DF,372,,3,,,5,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Joshua Kimmich,Germany,DF,351,,4,,,0,7,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kai Havertz,Germany,FW,353,,2,,,3,4,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Leon Goretzka,Germany,MF,99,,1,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Leroy Sané,Germany,MF,326,,3,,,3,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Malick Thiaw,Germany,"DF,MF",42,,2,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Manuel Neuer,Germany,GK,390,,0,,,0,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Maximilian Beier,Germany,"FW,MF",27,,0,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Nadiem Amiri,Germany,MF,42,,1,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Nathaniel Brown,Germany,DF,282,,6,,,4,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Nick Woltemade,Germany,"FW,MF",33,,1,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Nico Schlotterbeck,Germany,DF,135,,2,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Pascal Groß,Germany,"DF,MF",18,,2,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Waldemar Anton,Germany,"DF,MF",50,,1,,,3,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Abdul Fatawu Issahaku,Ghana,"FW,MF",132,,0,,,1,7,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Abdul Rahman Baba,Ghana,"DF,MF",1,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Alidu Seidu,Ghana,DF,78,,1,,,1,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Antoine Semenyo,Ghana,"MF,FW",360,,2,,,6,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Benjamin Asare,Ghana,GK,225,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Brandon Thomas-Asante,Ghana,"FW,MF",53,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Caleb Yirenkyi,Ghana,MF,264,,1,,,7,3,2,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Derrick Luckassen,Ghana,DF,180,,1,,,1,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Elisha Owusu,Ghana,MF,151,,3,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ernest Nuamah,Ghana,MF,89,,1,,,2,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Gideon Mensah,Ghana,DF,360,,5,,,2,3,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Iñaki Williams,Ghana,"MF,FW",126,,0,,,2,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jerome Opoku,Ghana,DF,270,,2,,,2,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jonas Adjetey,Ghana,DF,225,,3,,,1,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jordan Ayew,Ghana,FW,300,,3,,,7,7,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kamaldeen Sulemana,Ghana,"MF,FW",127,,2,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kojo Peprah Oppong,Ghana,DF,49,,0,,,1,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Kwasi Sibo,Ghana,MF,248,,0,,,7,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Lawrence Ati-Zigi,Ghana,GK,135,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Marvin Senaya,Ghana,DF,278,,12,,,6,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Prince Kwabena Adu,Ghana,FW,39,,0,,,4,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Thomas Partey,Ghana,MF,270,,4,,,2,5,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Carlens Arcus,Haiti,"MF,DF",146,,3,,,5,3,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Danley Jean-Jacques,Haiti,MF,259,,6,,,5,3,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Derrick Etienne,Haiti,"FW,MF",10,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Dominique Simon,Haiti,MF,56,,1,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Duckens Nazon,Haiti,"FW,MF",24,,0,,,0,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Frantzdy Pierrot,Haiti,FW,143,,0,,,5,4,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Hannes Delcroix,Haiti,DF,270,,3,,,1,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jean-Kevin Duverne,Haiti,DF,169,,2,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Jean-Ricner Bellegarde,Haiti,MF,260,,2,,,4,5,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Johny Placide,Haiti,GK,270,,0,,,0,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Josué Casimir,Haiti,MF,182,,0,,,4,4,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Lenny Joseph,Haiti,FW,117,,0,,,6,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Louicius Deedson,Haiti,MF,112,,0,,,3,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Martin Expérience,Haiti,"DF,MF",270,,6,,,7,6,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ricardo Adé,Haiti,DF,270,,2,,,6,4,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ruben Providence,Haiti,MF,220,,2,,,3,5,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Wilson Isidor,Haiti,FW,186,,1,,,3,2,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Yassin Fortuné,Haiti,"FW,MF",6,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ali Alipour,Iran,FW,38,,1,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ali Nemati,Iran,DF,270,,2,,,3,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Alireza Beiranvand,Iran,GK,270,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Alireza Jahanbakhsh,Iran,"FW,MF",46,,1,,,2,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Amirhossein Hosseinzadeh,Iran,FW,17,,2,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Aria Yousefi,Iran,MF,45,,0,,,0,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Ehsan Hajsafi,Iran,DF,91,,0,,,2,1,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Hossein Kanaanizadegan,Iran,DF,135,,0,,,1,0,1,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mehdi Ghayedi,Iran,FW,45,,0,,,2,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mehdi Taremi,Iran,FW,259,,2,,,3,5,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Mehdi Torabi,Iran,MF,25,,0,,,0,0,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
FIFA World Cup,2026,Milad Mohammadi,Iran,DF,205,,4,,,1,1,0,0,https://web.archive.org/web/20260717103842/https://fbref.com/en/comps/1/2026/defense/2026-FIFA-World-Cup-Stats
