tournament_year,team,fifa_rank,ranking_date,source_url
1998,Norway,7,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,Paraguay,29,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,Romania,22,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,Saudi Arabia,34,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,Scotland,41,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,South Africa,24,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,South Korea,20,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,Spain,15,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,Tunisia,21,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,United States,11,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
1998,Yugoslavia,8,1998-05-20,https://en.wikipedia.org/wiki/1998_FIFA_World_Cup
2002,Argentina,3,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Belgium,23,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Brazil,2,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Cameroon,17,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,China,50,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Costa Rica,29,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Croatia,21,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Denmark,20,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Ecuador,36,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,England,12,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,France,1,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Germany,11,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Italy,6,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Japan,32,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Mexico,7,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Nigeria,27,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Paraguay,18,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Poland,38,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Portugal,5,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Republic of Ireland,15,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Russia,28,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Saudi Arabia,34,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Senegal,42,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Slovenia,25,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,South Africa,37,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,South Korea,40,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Spain,8,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Sweden,19,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Tunisia,31,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Turkey,22,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,United States,13,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2002,Uruguay,24,2002-05-15,https://en.wikipedia.org/wiki/2002_FIFA_World_Cup
2006,Angola,57,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Argentina,9,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Australia,42,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Brazil,1,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Costa Rica,26,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Croatia,23,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Czech Republic,2,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Ecuador,39,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,England,10,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,France,8,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Germany,19,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Ghana,48,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Iran,23,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Italy,13,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Ivory Coast,32,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Japan,18,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Mexico,4,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Netherlands,3,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Paraguay,33,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Poland,29,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Portugal,7,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Saudi Arabia,34,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Serbia and Montenegro,44,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,South Korea,29,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Spain,5,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Sweden,16,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Switzerland,35,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Togo,61,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Trinidad and Tobago,47,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Tunisia,21,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,Ukraine,45,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2006,United States,5,2006-05-17,https://en.wikipedia.org/wiki/2006_FIFA_World_Cup
2010,Algeria,30,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Argentina,7,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Australia,20,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Brazil,1,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Cameroon,19,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Chile,18,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Denmark,36,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,England,8,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,France,9,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Germany,6,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Ghana,32,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Greece,13,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Honduras,38,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Italy,5,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Ivory Coast,27,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Japan,45,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Mexico,17,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Netherlands,4,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,New Zealand,78,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Nigeria,21,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,North Korea,105,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Paraguay,31,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Portugal,3,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Serbia,15,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Slovakia,34,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Slovenia,25,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,South Africa,83,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,South Korea,47,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Spain,2,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Switzerland,24,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,United States,14,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2010,Uruguay,16,2010-05-26,https://en.wikipedia.org/wiki/2010_FIFA_World_Cup
2014,Algeria,22,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Argentina,5,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Australia,62,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Belgium,11,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Bosnia and Herzegovina,21,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Brazil,3,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Cameroon,56,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Chile,14,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Colombia,8,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Costa Rica,28,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Croatia,18,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Ecuador,26,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,England,10,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,France,17,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Germany,2,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Ghana,37,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Greece,12,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Honduras,33,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Iran,43,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Italy,9,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Ivory Coast,23,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Japan,46,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Mexico,20,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Netherlands,15,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Nigeria,44,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Portugal,4,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Russia,19,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,South Korea,57,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Spain,1,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Switzerland,6,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,United States,13,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2014,Uruguay,7,2014-06-05,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup
2018,Argentina,5,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Australia,36,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Belgium,3,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Brazil,2,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Colombia,16,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Costa Rica,23,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Croatia,20,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Denmark,12,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Egypt,45,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,England,12,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,France,7,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Germany,1,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Iceland,22,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Iran,37,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Japan,61,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Mexico,15,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Morocco,41,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Nigeria,48,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Panama,55,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Peru,11,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Poland,8,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Portugal,4,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Russia,70,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Saudi Arabia,67,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Senegal,27,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Serbia,34,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,South Korea,57,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Spain,10,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Sweden,24,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Switzerland,6,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Tunisia,21,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2018,Uruguay,14,2018-06-07,https://en.wikipedia.org/wiki/2018_FIFA_World_Cup
2022,Argentina,3,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Australia,38,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Belgium,2,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Brazil,1,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Cameroon,43,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Canada,41,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Costa Rica,31,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Croatia,12,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Denmark,10,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Ecuador,44,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,England,5,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,France,4,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Germany,11,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Ghana,61,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Iran,20,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Japan,24,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Mexico,13,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Morocco,22,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Netherlands,8,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Poland,26,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Portugal,9,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Qatar,50,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Saudi Arabia,51,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Senegal,18,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Serbia,21,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,South Korea,28,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Spain,7,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Switzerland,15,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Tunisia,30,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,United States,16,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Uruguay,14,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2022,Wales,19,2022-10-06,https://en.wikipedia.org/wiki/2022_FIFA_World_Cup
2026,Algeria,28,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Argentina,1,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Australia,27,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Austria,24,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Belgium,9,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Bosnia and Herzegovina,64,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Brazil,6,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Canada,30,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Cape Verde,67,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Colombia,13,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Croatia,11,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Curaçao,82,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Czech Republic,40,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,DR Congo,46,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Ecuador,23,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Egypt,29,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,England,4,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,France,3,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Germany,10,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Ghana,73,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Haiti,83,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Iran,20,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Iraq,57,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Ivory Coast,33,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Japan,18,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Jordan,63,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Mexico,14,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Morocco,7,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Netherlands,8,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,New Zealand,85,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Norway,31,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Panama,34,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Paraguay,41,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Portugal,5,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Qatar,56,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Saudi Arabia,61,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Scotland,42,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Senegal,15,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,South Africa,60,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,South Korea,25,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Spain,2,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Sweden,38,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Switzerland,19,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Tunisia,45,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Turkey,22,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,United States,17,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Uruguay,16,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
2026,Uzbekistan,50,2026-06-11,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup
